datetime_utc,second,frame,bee1_x,bee1_y,bee1_r,bee1_p
2022-05-05 13:22:57+00:00,60.0,1500.0,-3.445239463578376,-153.98880453858953,154.0273404243069,4.690019401044225
2022-05-05 13:22:57.200000+00:00,60.2,1505.0,0.4265150908637922,-153.56696598366048,153.56755828152464,4.7151663615189765
2022-05-05 13:22:57.400000+00:00,60.4,1510.0,4.11658946717885,-153.33887041839628,153.39411817286546,4.739228886696655
2022-05-05 13:22:57.600000+00:00,60.6,1515.0,8.774640042265473,-152.65429371444807,152.9062709548837,4.76980626702667
2022-05-05 13:22:57.800000+00:00,60.8,1520.0,12.962433782884052,-151.3008439767845,151.85509565919395,4.79785352930376
2022-05-05 13:22:58+00:00,61.0,1525.0,14.596818683670447,-150.32624662298326,151.03326633373834,4.809186452487716
2022-05-05 13:22:58.200000+00:00,61.2,1530.0,14.93459114683562,-150.14741741054863,150.88833277553525,4.811529077590549
2022-05-05 13:22:58.400000+00:00,61.4,1535.0,15.548555828481264,-150.52739909714396,151.32830358958714,4.815317803914085
2022-05-05 13:22:58.600000+00:00,61.6,1540.0,17.340040009461205,-151.2966463704814,152.28707164590242,4.826500632823648
2022-05-05 13:22:58.800000+00:00,61.8,1545.0,18.820436639361212,-153.35420602116162,154.50476154370483,4.83450361922495
2022-05-05 13:22:59+00:00,62.0,1550.0,21.71787502375088,-154.2188772830039,155.74057983061925,4.852293981247144
2022-05-05 13:22:59.200000+00:00,62.2,1555.0,25.67124018128068,-152.4095175128388,154.55637677217112,4.879258616417082
2022-05-05 13:22:59.400000+00:00,62.4,1560.0,27.4104340821333,-150.31747250581654,152.796185937699,4.892757508617617
2022-05-05 13:22:59.600000+00:00,62.6,1565.0,26.236900717029787,-150.52752370240347,152.79695792525752,4.884955065822789
2022-05-05 13:22:59.800000+00:00,62.8,1570.0,24.71298371419378,-150.29690055037025,152.3151006273045,4.875358481003912
2022-05-05 13:23:00+00:00,63.0,1575.0,23.841965609331552,-150.3162265025318,152.19529320605483,4.86969064995496
2022-05-05 13:23:00.200000+00:00,63.2,1580.0,23.545205332039444,-150.3816617346555,152.2137342036002,4.867697746826375
2022-05-05 13:23:00.400000+00:00,63.4,1585.0,22.841278256507657,-150.7384300428539,152.4591692361452,4.862774171037795
2022-05-05 13:23:00.600000+00:00,63.6,1590.0,21.633054836513654,-151.06376040033174,152.60487792940447,4.854626717471217
2022-05-05 13:23:00.800000+00:00,63.8,1595.0,21.16997982470501,-150.8969292816366,152.37470693132,4.85177355773288
2022-05-05 13:23:01+00:00,64.0,1600.0,22.02982929192059,-150.3505586804292,151.9559274070885,4.857876810388105
2022-05-05 13:23:01.200000+00:00,64.2,1605.0,22.788490826274856,-149.6690218816462,151.39396099299304,4.863487713465357
2022-05-05 13:23:01.400000+00:00,64.4,1610.0,23.506469047416086,-149.37909938486425,151.21729206711208,4.868470221168735
2022-05-05 13:23:01.600000+00:00,64.6,1615.0,23.861031733663,-149.19080712157162,151.08688151186675,4.870982171501217
2022-05-05 13:23:01.800000+00:00,64.8,1620.0,24.037252970217573,-149.09115063470892,151.01642535809043,4.872238647123872
2022-05-05 13:23:02+00:00,65.0,1625.0,23.818339449448167,-149.31652465829225,151.20429170549207,4.87057205756266
2022-05-05 13:23:02.200000+00:00,65.2,1630.0,22.990601319374623,-149.9973842680726,151.74907919420883,4.864478699152642
2022-05-05 13:23:02.400000+00:00,65.4,1635.0,21.76738570964871,-150.77597996001472,152.33914537483588,4.855767394029038
2022-05-05 13:23:02.600000+00:00,65.6,1640.0,19.551773223136152,-151.12686677522663,152.38635666445353,4.841047596652145
2022-05-05 13:23:02.800000+00:00,65.8,1645.0,17.39296724054159,-151.0474868078741,152.0455806013626,4.827033061049082
2022-05-05 13:23:03+00:00,66.0,1650.0,16.735729621288442,-151.12974828370747,152.0535611626826,4.822677125815616
2022-05-05 13:23:03.200000+00:00,66.2,1655.0,17.206208408329495,-151.20757747532977,152.18339296305862,4.825693583776399
2022-05-05 13:23:03.400000+00:00,66.4,1660.0,17.873627976406134,-151.81188812934488,152.86044601019486,4.829584824145489
2022-05-05 13:23:03.600000+00:00,66.6,1665.0,18.114084065037392,-152.00178564915282,153.07731014767094,4.830999811410169
2022-05-05 13:23:03.800000+00:00,66.8,1670.0,16.642515682615404,-151.56849302597217,152.47944584897425,4.821752818030022
2022-05-05 13:23:04+00:00,67.0,1675.0,14.691575417076145,-151.2813618740757,151.99306839034037,4.809199642059357
2022-05-05 13:23:04.200000+00:00,67.2,1680.0,13.38080467046824,-151.19693901498997,151.78787929585096,4.800658192176972
2022-05-05 13:23:04.400000+00:00,67.4,1685.0,10.262814308759582,-151.55402131120107,151.90110839994574,4.78000295802738
2022-05-05 13:23:04.600000+00:00,67.6,1690.0,3.790690291134939,-152.2194394357531,152.26663152187416,4.737286634708244
2022-05-05 13:23:04.800000+00:00,67.8,1695.0,-2.823970567338021,-152.60578895049252,152.63191550579276,4.693886089303529
2022-05-05 13:23:05+00:00,68.0,1700.0,-5.973387826301924,-152.30972667430353,152.42681588790228,4.673190380184648
2022-05-05 13:23:05.200000+00:00,68.2,1705.0,-8.357343984014223,-151.5136121671245,151.7439286113186,4.657285788585535
2022-05-05 13:23:05.400000+00:00,68.4,1710.0,-9.974621519634164,-150.80415181608157,151.13366692907218,4.646342299739185
2022-05-05 13:23:05.600000+00:00,68.6,1715.0,-10.423890113179729,-150.64240030194483,151.00261671184057,4.643302848105387
2022-05-05 13:23:05.800000+00:00,68.8,1720.0,-10.415077200237343,-150.92356110179054,151.28250106582985,4.643489259315695
2022-05-05 13:23:06+00:00,69.0,1725.0,-10.748152053589871,-150.72998743007395,151.11271251366426,4.64120214857522
2022-05-05 13:23:06.200000+00:00,69.2,1730.0,-12.073013535554978,-150.74477109534678,151.22745672799695,4.632470458691355
2022-05-05 13:23:06.400000+00:00,69.4,1735.0,-14.212477769504607,-151.4073125133067,152.07290622214984,4.618794075270886
2022-05-05 13:23:06.600000+00:00,69.6,1740.0,-17.071435600204637,-153.97884233564517,154.9222960082809,4.60197121068487
2022-05-05 13:23:06.800000+00:00,69.8,1745.0,-20.907689632221253,-154.53664276949536,155.94455887982727,4.577912739134077
2022-05-05 13:23:07+00:00,70.0,1750.0,-25.701398770120637,-151.87837197638328,154.03766348830862,4.544753551220837
2022-05-05 13:23:07.200000+00:00,70.2,1755.0,-30.47163571833189,-149.52213199276937,152.59550628709178,4.511348518118496
2022-05-05 13:23:07.400000+00:00,70.4,1760.0,-36.12695837381532,-148.61255457483563,152.94066986449968,4.473919691932695
2022-05-05 13:23:07.600000+00:00,70.6,1765.0,-40.590449065354925,-147.50698648707765,152.98985462384778,4.443858731625612
