datetime_utc,second,frame,bee1_x,bee1_y,bee1_r,bee1_p
2022-05-05 13:22:56+00:00,60.0,1500.0,-118.51399123836303,94.32668668064078,151.46976576001748,2.469349478871157
2022-05-05 13:22:56.200000+00:00,60.2,1505.0,-117.26804941500352,94.64881151755564,150.69901438060396,2.4625282783867326
2022-05-05 13:22:56.400000+00:00,60.4,1510.0,-114.78625829641555,96.88130582251374,150.20610011436574,2.440583559874612
2022-05-05 13:22:56.600000+00:00,60.6,1515.0,-114.78626861232276,96.45048317968218,149.9285935621837,2.442779525352083
2022-05-05 13:22:56.800000+00:00,60.8,1520.0,-119.40286395176167,91.99919265227736,150.73451949886513,2.485103870878706
2022-05-05 13:22:57+00:00,61.0,1525.0,-122.6290213225951,87.95948223917486,150.9130457790883,2.519362529347158
2022-05-05 13:22:57.200000+00:00,61.2,1530.0,-123.68404031715556,84.33460922570052,149.69992699539762,2.543148472482592
2022-05-05 13:22:57.400000+00:00,61.4,1535.0,-126.3749218578217,78.89394024458609,148.9794438232566,2.583507819340781
2022-05-05 13:22:57.600000+00:00,61.6,1540.0,-129.53259228324217,72.53258284169819,148.45763044486617,2.6311376482112108
2022-05-05 13:22:57.800000+00:00,61.8,1545.0,-131.18453865971915,67.24983937649746,147.41751618965793,2.667887890241453
2022-05-05 13:22:58+00:00,62.0,1550.0,-133.48893704490573,61.57970686791869,147.00801546622415,2.709373697138453
2022-05-05 13:22:58.200000+00:00,62.2,1555.0,-134.70365356269895,58.13559574869706,146.7134001248541,2.734160706879396
2022-05-05 13:22:58.400000+00:00,62.4,1560.0,-136.16082407300414,56.0579250988247,147.24897615475982,2.751037709841764
2022-05-05 13:22:58.600000+00:00,62.6,1565.0,-141.18881946579415,52.238513484895776,150.54283454637172,2.787221143026595
2022-05-05 13:22:58.800000+00:00,62.8,1570.0,-149.77754005503505,48.3970607502491,157.40262702445892,2.829056393981152
2022-05-05 13:22:59+00:00,63.0,1575.0,-158.726050649076,44.89558998533078,164.95324535996247,2.86594353509166
2022-05-05 13:22:59.200000+00:00,63.2,1580.0,-164.39662785311373,40.33806927022452,169.27318476924987,2.900975968172725
2022-05-05 13:22:59.400000+00:00,63.4,1585.0,-167.04312099383185,33.93138322332314,170.4545189744407,2.941189792007656
2022-05-05 13:22:59.600000+00:00,63.6,1590.0,-168.29061567228572,26.27837543610168,170.32992790146332,2.9866947144349805
2022-05-05 13:22:59.800000+00:00,63.8,1595.0,-169.37155157821908,17.180927050706156,170.24073172521028,3.0404991823789227
