datetime_utc,second,frame,bee1_x,bee1_y,bee2_x,bee2_y,bee3_x,bee3_y,bee1_r,bee1_p,bee2_r,bee2_p,bee3_r,bee3_p
2022-05-05 14:03:13.120000+00:00,60.12,1503.0,148.40790411774955,-42.409590144207534,135.88414390446783,75.94045281063218,-142.13086700574098,-83.9623189852866,154.3485644274763,6.004839974117173,155.66455260506157,0.5096214027655304,165.07832796945408,3.675175144785648
2022-05-05 14:03:13.320000+00:00,60.32,1508.0,146.87244177899572,-45.74512802498583,135.37853529354425,78.2915264149875,-142.31795767147648,-83.8011100318851,153.83150162481945,5.981246719580521,156.3870548562575,0.5243225128644832,165.1575826850111,3.6737585721704407
2022-05-05 14:03:13.520000+00:00,60.52,1513.0,145.22174139033476,-48.76556910942482,135.25448714910195,80.63892932836596,-142.6033363077447,-83.5464339592383,153.19084471014366,5.959215727509476,157.4687690216437,0.5376218110394452,165.27467487006322,3.671554613071524
2022-05-05 14:03:13.720000+00:00,60.72,1518.0,143.80279534478257,-51.85815045072879,134.21735833055573,82.14939615429951,-142.52870849751017,-83.39790548956128,152.86762808764922,5.937081051958095,157.36207473768525,0.5492417206121346,165.13522757429448,3.671007002007197
2022-05-05 14:03:13.920000+00:00,60.92,1523.0,142.1373011828141,-55.8013789504413,132.73653082714884,84.2344989415145,-142.1885352811283,-83.50609619420723,152.69841610280298,5.909084991519026,157.20826132221754,0.565472364513173,164.89647560511676,3.672615143212546
2022-05-05 14:03:14.120000+00:00,61.12,1528.0,140.1320630035051,-60.08471655727694,131.89484362170876,88.3772830227314,-142.07514861883584,-83.584244498525,152.47022084783188,5.878124014765028,158.7664760850822,0.5903472361427141,164.8383261970756,3.6733722925555687
2022-05-05 14:03:14.320000+00:00,61.32,1533.0,138.09566822575238,-64.35913633980535,131.13094561747468,95.39409522473184,-142.15474660365012,-83.57751552359184,152.35652927630875,5.8470667351225405,162.1584358036248,0.6289266289171103,164.90352659371544,3.673092363201549
2022-05-05 14:03:14.520000+00:00,61.52,1538.0,135.69930089725148,-68.5536770197234,128.68695734867163,105.27963303026851,-142.29206471455288,-83.3531082875819,152.03258498403343,5.815395807748571,166.2652523007945,0.6856843778127579,164.9083755966684,3.671497256845128
2022-05-05 14:03:14.720000+00:00,61.72,1543.0,133.036621444798,-72.95551617634679,123.88745427949137,115.47741136968148,-142.32625869754344,-83.24307862431951,151.7275518355308,5.781581544374577,169.3609573204394,0.7502777841445191,164.88230364018662,3.670816631529857
2022-05-05 14:03:14.920000+00:00,61.92,1548.0,131.83090177847643,-77.29710259108725,117.65593916724222,124.56841576439022,-142.47067705412525,-83.5107124657074,152.82090410903663,5.752874025180443,171.34821337666693,0.8139279164627986,165.14215971940936,3.6717740475140586
2022-05-05 14:03:15.120000+00:00,62.12,1553.0,131.787832389033,-80.48695732038054,109.67041332986108,131.65423690067294,-142.56720184321813,-83.66303592201375,154.42209383534666,5.734912470842511,171.34887701365622,0.8762438898755893,165.30248219882563,3.672273738637173
2022-05-05 14:03:15.320000+00:00,62.32,1558.0,131.95263660540618,-81.24778053743444,100.26151342016672,137.19787065577006,-142.6003039111829,-83.61342629495103,154.96031798295166,5.731276641289324,169.9282989551172,0.9397096649010818,165.3059337481354,3.671913557406791
2022-05-05 14:03:15.520000+00:00,62.52,1563.0,131.57516588424394,-80.97764553871906,90.2821276318894,141.2844545273145,-142.64968369231968,-83.60735609016004,154.49726002250247,5.731484501385863,167.66681144705282,1.0021860379178933,165.34546334842597,3.671730829518256
2022-05-05 14:03:15.720000+00:00,62.72,1568.0,131.24856441801032,-81.33427494578636,79.85883065628808,143.0012383024857,-142.60871750666516,-83.64026293863786,154.40676780097877,5.728408843988883,163.78884879574068,1.061489872069855,165.32676702016616,3.672027845063357
2022-05-05 14:03:15.920000+00:00,62.92,1573.0,132.32747104525004,-83.02148932584682,69.42343211391736,143.060918072696,-142.65624506901926,-83.61565226177169,156.21500338672078,5.7228661641394,159.01584577103733,1.1190005322027323,165.35531911720776,3.6717540500537216
2022-05-05 14:03:16.120000+00:00,63.12,1578.0,134.79048549909993,-85.24504677116069,58.568625760432695,144.76037323521416,-142.77635700425947,-83.55717091167139,159.48414648516146,5.719263552733626,156.15969256714143,1.1863391701601822,165.42940769455114,3.67108191640304
2022-05-05 14:03:16.320000+00:00,63.32,1583.0,136.96610537759864,-86.68543197985396,47.48335237744994,149.02116680045788,-142.5206473484838,-83.43933225367086,162.09280718107556,5.718927421631149,156.40325094949583,1.262332123260565,165.1491964484519,3.671248157706023
2022-05-05 14:03:16.520000+00:00,63.52,1588.0,138.0894536784564,-87.19921082189099,36.9680616871619,154.409470593593,-142.2091602407412,-83.29275312824306,163.3168686485727,5.719947637360625,158.7731784461704,1.3358038341231546,164.80633476920494,3.67143552610503
