datetime_utc,second,frame,bee1_x,bee1_y,bee2_x,bee2_y,bee3_x,bee3_y,bee1_r,bee1_p,bee2_r,bee2_p,bee3_r,bee3_p
2022-05-05 09:52:35+00:00,60.0,1500.0,101.70306697293242,-113.23428414911824,159.22442153998097,-10.744265265040838,-39.06937178444917,-154.8671145853912,152.20222382890478,5.44418932566809,159.58651462710475,6.215808695046909,159.71925053554503,4.465268647741598
2022-05-05 09:52:35.200000+00:00,60.2,1505.0,103.00437704375652,-111.2980851728906,160.44304559926482,-19.490005548924653,-34.75305183241645,-151.78201756311043,151.64816336944003,5.459105501536804,161.6224959511048,6.162301428318989,155.7098438352405,4.487302047194967
2022-05-05 09:52:35.400000+00:00,60.4,1510.0,105.14040012995896,-109.57354331071168,163.37002498771875,-27.752035535880967,-30.87547642251795,-149.57011247743898,151.8580427015714,5.477143335843968,165.71041168518244,6.114919303617894,152.72365105258325,4.508820250086899
2022-05-05 09:52:35.600000+00:00,60.6,1515.0,107.30816721681477,-107.13488339240868,165.78721479185273,-34.83909745501802,-27.80352613146984,-148.68500916675328,151.63418477024527,5.498595208143271,169.40827400077058,6.076055724872014,151.26224914452658,4.527527800837439
2022-05-05 09:52:35.800000+00:00,60.8,1520.0,108.82217391198192,-105.35889691476008,165.60198021989476,-42.00038959863293,-25.238262084114947,-147.7626759473408,151.46868552286534,5.513955590368845,170.84510112727074,6.034800141237298,149.90256260699925,4.543218785959282
2022-05-05 09:52:36+00:00,61.0,1525.0,110.26370042625702,-105.34454663590584,162.71578038961027,-49.85603914715057,-22.248036717477213,-147.8635210731103,152.49772830313208,5.520598425785591,170.18240163789582,5.985867771349404,149.52791044457334,4.5630459360648015
2022-05-05 09:52:36.200000+00:00,61.2,1530.0,113.62344482959324,-104.11141887893552,159.55137415794337,-58.16411539132063,-17.99883778269976,-149.06260810101975,154.10864594800898,5.54144566269531,169.82257009874425,5.933609476427929,150.14532725132054,4.592223888692878
2022-05-05 09:52:36.400000+00:00,61.4,1535.0,117.57393937743116,-101.6214090510624,155.02768920099535,-68.19153965907681,-12.318497513142072,-150.50626436340085,155.40444652020486,5.570436745745935,169.36254160845562,5.868790000285774,151.00953941260528,4.63072393723379
2022-05-05 09:52:36.600000+00:00,61.6,1540.0,120.12621876858172,-99.0442705697085,150.54603996328072,-78.13018140704605,-6.385670462773446,-151.51250440067227,155.69224761792984,5.593681836872677,169.61260388109028,5.804470306327048,151.64701044538555,4.67026774716112
2022-05-05 09:52:36.800000+00:00,61.8,1545.0,121.29956507863275,-97.38150549580628,146.38796814716446,-88.54715461807594,-1.2185233976394267,-152.06147855636527,155.55302022427983,5.606728276037988,171.08487896132925,5.7391852933523015,152.0663607114293,4.704375791718178
2022-05-05 09:52:37+00:00,62.0,1550.0,121.72377420767916,-97.34437932391243,142.4060119868923,-99.45736300478728,5.696044860682994,-152.0636516968948,155.8608526645476,5.608617912888111,173.69870266031623,5.673529235736451,152.17029636052317,4.749829768847176
2022-05-05 09:52:37.200000+00:00,62.2,1555.0,122.10249572242282,-97.94103383568932,138.3829520345384,-107.92938866490432,13.269940059890338,-151.04629128065838,156.52943994804275,5.607152121328096,175.4952829889548,5.620800860904274,151.62807595836128,4.800017461869532
2022-05-05 09:52:37.400000+00:00,62.4,1560.0,122.5909651066939,-100.2421488126968,133.26833757968964,-112.22688034960083,20.19718350878092,-149.3819152970322,158.3572957724951,5.597746841208626,174.22778904140907,5.583288434120627,150.74111197512468,4.84677904446367
2022-05-05 09:52:37.600000+00:00,62.6,1565.0,121.8317704440377,-103.38819349879228,127.15814269669973,-113.98721055635308,27.038776772317096,-147.43808392837815,159.78766799873017,5.579496211444467,170.76966189722523,5.552351158371597,149.8969113818383,4.893764277439305
2022-05-05 09:52:37.800000+00:00,62.8,1570.0,119.19476841765788,-104.46832256818836,121.06905286002112,-115.47915007045894,33.78501989686696,-145.61311543461238,158.49613004218793,5.563534336865033,167.31153475304137,5.521413882622567,149.48112575173312,4.940374149916165
2022-05-05 09:52:38+00:00,63.0,1575.0,115.82011175607904,-105.45252998173336,115.0117547695654,-116.70576442429812,40.14394253696859,-144.01119780212923,156.63503556592633,5.544607233792583,163.85340760885754,5.490476606873537,149.50170973876996,4.984243473907709
